bits,quantizer,layer,mse,rmse,max_err,p99_err,p999_err,rel_med,rel_p95,rel_p99,cos_med,cos_p01,n_pairs
8,fp4_like,5,0.21758687496185303,0.46646207571029663,2.3614752292633057,0.9300583004951477,1.2722046375274658,0.25611284375190735,1.0,1.0,0.9890374541282654,0.0,786432
8,fp4_like,6,0.2523019015789032,0.5022966265678406,2.3141279220581055,1.349656581878662,2.2096078395843506,0.2980479300022125,1.0,1.0,0.986028254032135,0.0,786432
8,fp4_like,7,0.25192227959632874,0.501918613910675,2.4664483070373535,1.233661413192749,2.129223108291626,0.35415586829185486,1.0,1.0,0.9774410128593445,0.0,786432
8,fp4_like,8,0.2473040372133255,0.4972967207431793,2.8483083248138428,1.1153994798660278,1.4493918418884277,0.7112781405448914,1.0,1.0,0.9146450161933899,0.0,786432
8,fp4_like,9,0.3464711904525757,0.5886180400848389,2.854778528213501,1.158653974533081,2.060875654220581,0.33760935068130493,1.0,1.0,0.9811272025108337,0.0,786432
8,fp4_like,10,0.2947082817554474,0.5428704023361206,3.236043930053711,1.291624665260315,2.6350998878479004,0.2888498902320862,1.0,1.0,0.9828352332115173,-0.0,786432
8,fp4_like,11,0.369996577501297,0.608273446559906,2.9481775760650635,1.7236744165420532,2.8933820724487305,0.30200687050819397,1.0,1.0,0.9824739694595337,0.0,786432
8,fp4_like,12,0.11139950156211853,0.3337656259536743,2.6593573093414307,0.7636452317237854,2.1945300102233887,1.0,1.0,1.0,0.0,-0.0,786432
8,fp4_like,13,0.10360268503427505,0.3218737244606018,3.002490520477295,0.8126447796821594,1.4299399852752686,1.0,1.0,1.0,0.0,0.0,786432
8,fp4_like,14,0.10140129923820496,0.3184356987476349,2.2820634841918945,0.7273791432380676,1.6611738204956055,1.0,1.0,1.0,0.0,0.0,786432
8,fp4_like,15,0.0967010036110878,0.3109678626060486,2.3898675441741943,0.7271010279655457,1.7571333646774292,1.0,1.0,1.0,-0.0,0.0,786432
8,fp4_like,16,0.08649414777755737,0.2940988838672638,2.6801810264587402,0.6917905807495117,1.9797531366348267,1.0,1.0,1.0,-0.0,-0.0,786432
8,fp4_like,17,0.10113082081079483,0.31801071763038635,2.360328435897827,0.7163116931915283,1.2225384712219238,1.0,1.0,1.0,0.0,0.0,786432
8,fp4_like,18,0.13091367483139038,0.36181995272636414,3.2338876724243164,0.9444453120231628,1.4549733400344849,1.0,1.0,1.0,0.0,-0.0,786432
8,fp4_like,19,0.10276513546705246,0.3205700218677521,2.7639880180358887,0.7350397706031799,2.2698683738708496,1.0,1.0,1.0,0.0,-0.0,786432
8,fp4_like,20,0.08885779976844788,0.29809024930000305,2.1221871376037598,0.671114444732666,1.1280535459518433,1.0,1.0,1.0,0.0,0.0,786432
8,fp4_like,21,0.07729443162679672,0.2780187726020813,2.0447044372558594,0.6602247953414917,1.3625115156173706,1.0,1.0,1.0,-0.0,-0.0,786432
8,fp4_like,22,0.07688245922327042,0.277276873588562,2.5963590145111084,0.66850745677948,1.6203550100326538,1.0,1.0,1.0,0.0,-0.0,786432
8,fp4_like,23,0.09528227895498276,0.3086782693862915,2.2128682136535645,0.715848982334137,1.22944176197052,1.0,1.0,1.0,0.0,-0.0,786432
8,fp4_like,24,0.07611402869224548,0.27588769793510437,2.325209140777588,0.6560558080673218,1.1149425506591797,1.0,1.0,1.0,0.0,0.0,786432
8,fp4_like,25,0.12006764858961105,0.3465077877044678,2.816776752471924,0.8708004355430603,1.7294762134552002,1.0,1.0,1.0,0.0,-0.0,786432
8,fp4_like,26,0.11881128698587418,0.34469014406204224,2.750065326690674,0.7910897135734558,2.1058080196380615,1.0,1.0,1.0,0.0,0.0,786432
8,fp4_like,27,0.17193381488323212,0.41464903950691223,3.1520795822143555,0.9206801652908325,2.3730685710906982,1.0,1.0,1.0,0.0,0.0,786432
8,fp4_like,28,0.14626957476139069,0.3824520409107208,2.3082659244537354,1.0648791790008545,1.7596665620803833,1.0,1.0,1.0,-0.0,0.0,786432
8,fp4_like,29,0.14396582543849945,0.37942829728126526,2.510355234146118,0.7780380249023438,1.455628514289856,1.0,1.0,1.0,0.0,-0.0,786432
8,log_polar_hyb1pct,ALL,0.2691371440887451,0.5187842845916748,4.20591926574707,1.9943584203720093,3.2144129276275635,0.2575303316116333,0.5363487601280212,0.5931171774864197,0.9950466752052307,0.9495947360992432,23592960
